"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"2262","200","4","4","4","38.7999992370605","34.2000007629395","43.2000007629395","55.7999992370605","31.7999992370605","16.7999992370605","28.2000007629395","38.7999992370605","47.0","64.9000015258789","YEM","Yemen","MENA","Least Developed","Attendance Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"2263","201","4","4","9","45.84228515625","46.2274894714355","45.4345512390137","69.3116989135742","30.991268157959","11.4602432250977","24.193078994751","40.197437286377","60.2296409606934","82.4186706542969","ZMB","Zambia","SSA","Least Developed","Attendance Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"2264","202","4","5","10","51.7000007629395","59.7000007629395","43.7999992370605","72.6999969482422","46.0999984741211","29.5","43.5999984741211","57.0","65.4000015258789","81.5","ZWE","Zimbabwe","SSA","Less Developed","Attendance Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2265","1","5","4","6","28.0","18.8999996185303","37.0999984741211","39.9000015258789","23.6000003814697","17.0","21.0","21.7999992370605","32.9000015258789","44.5999984741211","AFG","Afghanistan","SA","Least Developed","Attendance Rate - Upper Secondary","2015","DHS","Demographic and Health Surveys"
"2266","2","5","0","0","","","","","","","","","","","ALB","Albania","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2267","3","5","5","4","42.2000007629395","50.7000007629395","33.9000015258789","47.7999992370605","32.7999992370605","23.3999996185303","33.0","41.9000015258789","49.5","65.0","DZA","Algeria","MENA","Less Developed","Attendance Rate - Upper Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"2268","4","5","0","0","","","","","","","","","","","AND","Andorra","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2269","5","5","4","7","30.0","28.1000003814697","32.0999984741211","39.0","6.69999980926514","2.5","6.0","19.7000007629395","37.9000015258789","60.5999984741211","AGO","Angola","SSA","Least Developed","Attendance Rate - Upper Secondary","2016","DHS","Demographic and Health Surveys"
"2270","6","5","0","0","","","","","","","","","","","AIA","Anguilla","LAC","Not Classified","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2271","7","5","0","0","","","","","","","","","","","ATG","Antigua and Barbuda","LAC","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2272","8","5","5","3","76.0","78.9000015258789","73.4000015258789","","","59.2000007629395","68.6999969482422","79.9000015258789","85.1999969482422","92.0999984741211","ARG","Argentina","LAC","Less Developed","Attendance Rate - Upper Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2273","9","5","4","7","85.1803588867188","89.0558013916016","81.369758605957","87.2175064086914","82.6388244628906","82.4329223632812","81.7601318359375","82.8145980834961","86.2290878295898","92.2459411621094","ARM","Armenia","ECA","Less Developed","Attendance Rate - Upper Secondary","2016","DHS","Demographic and Health Surveys"
"2274","10","5","0","0","","","","","","","","","","","AUS","Australia","EAP","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2275","11","5","0","0","","","","","","","","","","","AUT","Austria","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2276","12","5","0","0","","","","","","","","","","","AZE","Azerbaijan","ECA","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2277","13","5","0","0","","","","","","","","","","","BHS","Bahamas","LAC","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2278","14","5","0","0","","","","","","","","","","","BHR","Bahrain","MENA","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2279","15","5","5","10","48.0999984741211","53.4000015258789","43.0999984741211","52.9000015258789","46.7999992370605","29.7000007629395","41.0","50.5999984741211","53.9000015258789","66.6999969482422","BGD","Bangladesh","SA","Least Developed","Attendance Rate - Upper Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"2280","16","5","5","3","82.0","79.6999969482422","84.3000030517578","81.1999969482422","83.5999984741211","83.0","84.1999969482422","73.3000030517578","82.6999969482422","84.8000030517578","BRB","Barbados","LAC","Less Developed","Attendance Rate - Upper Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2281","17","5","5","3","88.0999984741211","91.6999969482422","84.9000015258789","87.9000015258789","88.3000030517578","91.4000015258789","88.5","92.5","84.6999969482422","82.8000030517578","BLR","Belarus","ECA","More Developed","Attendance Rate - Upper Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2282","18","5","0","0","","","","","","","","","","","BEL","Belgium","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2283","19","5","0","0","","","","","","","","","","","BLZ","Belize","LAC","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2284","20","5","4","9","11.8000001907349","9.0","14.8000001907349","18.6000003814697","6.90000009536743","2.40000009536743","4.5","7.5","12.3000001907349","28.6000003814697","BEN","Benin","SSA","Least Developed","Attendance Rate - Upper Secondary","2018","DHS","Demographic and Health Surveys"
"2285","21","5","5","1","23.7000007629395","25.7000007629395","21.7999992370605","44.7000007629395","15.0","3.90000009536743","6.69999980926514","13.5","29.2000007629395","57.7000007629395","BTN","Bhutan","SA","Least Developed","Attendance Rate - Upper Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"2286","22","5","0","0","","","","","","","","","","","BOL","Bolivia (Plurinational State of)","LAC","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2287","23","5","5","3","91.8000030517578","93.0999984741211","90.4000015258789","90.5999984741211","92.3000030517578","83.8000030517578","90.0999984741211","91.0","95.5999984741211","95.1999969482422","BIH","Bosnia and Herzegovina","ECA","More Developed","Attendance Rate - Upper Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"2288","24","5","0","0","","","","","","","","","","","BWA","Botswana","SSA","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2289","25","5","0","10","65.1193771362305","69.7605590820312","60.6563491821289","67.2843551635742","54.1622352600098","52.088809967041","64.2956008911133","69.319221496582","77.1874771118164","83.980354309082","BRA","Brazil","LAC","Less Developed","Attendance Rate - Upper Secondary","2019","Not Available","Not Available"
"2293","29","5","4","1","4.59999990463257","3.40000009536743","6.0","12.6000003814697","1.0","0.300000011920929","0.200000002980232","1.5","2.20000004768372","13.5","BFA","Burkina Faso","SSA","Least Developed","Attendance Rate - Upper Secondary","2010","DHS","Demographic and Health Surveys"
"2294","30","5","4","8","12.0149812698364","11.5374383926392","12.5577278137207","26.9649639129639","9.4659309387207","3.89422821998596","4.81685400009155","7.58235597610474","13.6637229919434","23.142219543457","BDI","Burundi","SSA","Least Developed","Attendance Rate - Upper Secondary","2017","DHS","Demographic and Health Surveys"
"2295","31","5","0","0","","","","","","","","","","","CPV","Cabo Verde","SSA","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2296","32","5","4","5","26.3999996185303","27.1000003814697","25.7000007629395","51.2999992370605","20.8999996185303","8.60000038146973","10.8999996185303","18.2000007629395","32.9000015258789","53.9000015258789","KHM","Cambodia","EAP","Least Developed","Attendance Rate - Upper Secondary","2014","DHS","Demographic and Health Surveys"
"2297","33","5","4","9","27.6832504272461","27.413553237915","27.978458404541","41.1717758178711","10.6229619979858","3.14794397354126","6.45613574981689","20.4819393157959","34.2908897399902","61.1163139343262","CMR","Cameroon","SSA","Less Developed","Attendance Rate - Upper Secondary","2018","DHS","Demographic and Health Surveys"
"2298","34","5","0","0","","","","","","","","","","","CAN","Canada","NA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2299","35","5","5","1","4.5","4.19999980926514","4.90000009536743","10.3999996185303","0.100000001490116","0.100000001490116","0.100000001490116","0.400000005960464","5.0","13.5","CAF","Central African Republic","SSA","Least Developed","Attendance Rate - Upper Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"2300","36","5","4","6","8.0","6.09999990463257","9.69999980926514","22.2000007629395","2.40000009536743","1.70000004768372","2.0","2.90000009536743","3.09999990463257","23.3999996185303","TCD","Chad","SSA","Least Developed","Attendance Rate - Upper Secondary","2015","DHS","Demographic and Health Surveys"
"2301","37","5","0","8","74.3000030517578","76.4000015258789","72.4000015258789","74.0999984741211","75.5","","","","","","CHL","Chile","LAC","Less Developed","Attendance Rate - Upper Secondary","2017","Not Available","Not Available"
"2302","38","5","0","6","59.5999984741211","61.9000015258789","57.5999984741211","74.3000030517578","45.2000007629395","","","","","","CHN","China","EAP","Less Developed","Attendance Rate - Upper Secondary","2015","Not Available","Not Available"
"2303","39","5","4","6","48.0999984741211","53.4000015258789","43.2000007629395","53.7000007629395","31.3999996185303","27.5","38.5999984741211","49.0","60.5","70.6999969482422","COL","Colombia","LAC","Less Developed","Attendance Rate - Upper Secondary","2015","DHS","Demographic and Health Surveys"
"2304","40","5","4","3","27.2000007629395","28.7000007629395","25.2999992370605","38.7000007629395","21.3999996185303","7.59999990463257","20.6000003814697","21.0","32.0999984741211","47.7000007629395","COM","Comoros","SSA","Least Developed","Attendance Rate - Upper Secondary","2012","DHS","Demographic and Health Surveys"
"2305","41","5","5","6","36.4973030090332","35.1224136352539","37.7631607055664","46.7155303955078","8.169189453125","1.52254712581635","10.6811189651489","33.9585800170898","51.7996139526367","68.2075347900391","COG","Congo","SSA","Less Developed","Attendance Rate - Upper Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"2306","42","5","0","0","","","","","","","","","","","COK","Cook Islands","EAP","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2307","43","5","5","9","45.9326438903809","52.7578048706055","39.4407958984375","45.3896484375","47.0720367431641","25.3728065490723","43.3741760253906","49.5932960510254","51.3706550598145","65.3814697265625","CRI","Costa Rica","LAC","Less Developed","Attendance Rate - Upper Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2308","44","5","5","7","16.8012561798096","13.5349245071411","20.2403831481934","24.2972545623779","6.03510522842407","0.939104795455933","7.36121845245361","12.4735202789307","18.35325050354","35.3275489807129","CIV","Côte d'Ivoire","SSA","Less Developed","Attendance Rate - Upper Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"2309","45","5","0","0","","","","","","","","","","","HRV","Croatia","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2310","46","5","0","0","","","","","","","","","","","CUB","Cuba","LAC","Less Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2311","47","5","0","0","","","","","","","","","","","CYP","Cyprus","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2312","48","5","0","0","","","","","","","","","","","CZE","Czechia","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"2313","49","5","5","8","94.8000030517578","94.9000015258789","94.6999969482422","95.0","94.5","94.5999984741211","","","","","PRK","Democratic People's Republic of Korea","EAP","Less Developed","Attendance Rate - Upper Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"2314","50","5","5","9","34.2947387695312","32.8550415039062","35.8642196655273","50.3314666748047","19.6344928741455","12.5832891464233","18.6985321044922","25.7216339111328","42.2865905761719","66.2868804931641","COD","Democratic Republic of the Congo","SSA","Least Developed","Attendance Rate - Upper Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"2315","51","5","0","0","","","","","","","","","","","DNK","Denmark","ECA","More Developed","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
